LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2020-04-01 15:55:15,1900-01-00 00:00:00,,C8:91:F9:F1:15:B6,-72, ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:16,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-74, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:16,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-74, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:16,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-74, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-68, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-68, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-68, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-72, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-68, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:17,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:18,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:19,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-72, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:19,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-72, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:19,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-72, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:19,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-72, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:19,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-72, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:19,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-72, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:19,1900-01-00 00:00:00,GVT-15B0,C8:91:F9:F1:15:B6,-68, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-04-01 15:55:19,1900-01-00 00:00:00,,C0:8C:71:B8:A5:97,-68,,0.000000,0.000000,0.000,0.000,Client
2020-04-01 15:55:19,1900-01-00 00:00:00,,C0:8C:71:B8:A5:97,-68,,0.000000,0.000000,0.000,0.000,Client
